"index","collection","packageId","granuleId","title","detailsLink","pdfLink","pdfSize","htmlLink","htmlSize","xmlLink","xmlSize","otherLink1","other1Size","otherLink2","other2Size","teaser","historical","publishdate"
"749","Congressional Committee Prints","CPRT-111SPRT54245","CPRT-111SPRT54245","FOLLOWING THE MONEY IN YEMEN AND LEBANON: MAXIMIZING THE EFFECTIVENESS OF U.S. SECURITY ASSISTANCE AND INTERNATIONAL FINANCIAL INSTITUTION LENDING","https://www.govinfo.gov/app/details/CPRT-111SPRT54245/CPRT-111SPRT54245","https://www.govinfo.gov/content/pkg/CPRT-111SPRT54245/pdf/CPRT-111SPRT54245.pdf","153.8 KB","https://www.govinfo.gov/content/pkg/CPRT-111SPRT54245/html/CPRT-111SPRT54245.htm","102.1 KB","","0 B","","0 B","","0 B"," ASSISTANCE AND INTERNATIONAL FINANCIAL INSTITUTION LENDING COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Eleventh Congress First Session January 5, 2010 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PRINTING OFFICE 54-245 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing ...","","2010-01-05"
"750","Congressional Committee Prints","CPRT-111SPRT51521","CPRT-111SPRT51521","AFGHANISTAN'S NARCO WAR: BREAKING THE LINK BETWEEN DRUG TRAFFICKERS AND INSURGENTS","https://www.govinfo.gov/app/details/CPRT-111SPRT51521/CPRT-111SPRT51521","https://www.govinfo.gov/content/pkg/CPRT-111SPRT51521/pdf/CPRT-111SPRT51521.pdf","150.0 KB","https://www.govinfo.gov/content/pkg/CPRT-111SPRT51521/html/CPRT-111SPRT51521.htm","103.1 KB","","0 B","","0 B","","0 B"," A REPORT TO THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Eleventh Congress First Session August 10, 2009 U.S. GOVERNMENT PRINTING OFFICE 51-521 WASHINGTON : 2009 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (202) 512�091800 Fax: (...","","2009-08-10"
"751","Congressional Committee Prints","CPRT-111SPRT51032","CPRT-111SPRT51032","BROADENING THE BILATERAL: SEIZING THE OPPORTUNITY FOR MEANINGFUL U.S.-CHINA COLLABORATION ON CLIMATE CHANGE","https://www.govinfo.gov/app/details/CPRT-111SPRT51032/CPRT-111SPRT51032","https://www.govinfo.gov/content/pkg/CPRT-111SPRT51032/pdf/CPRT-111SPRT51032.pdf","111.5 KB","https://www.govinfo.gov/content/pkg/CPRT-111SPRT51032/html/CPRT-111SPRT51032.htm","59.9 KB","","0 B","","0 B","","0 B"," CLIMATE CHANGE A REPORT TO THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Eleventh Congress First Session July 21, 2009 U.S. GOVERNMENT PRINTING OFFICE 51-032 WASHINGTON : 2009 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (202) 512�...","","2009-07-21"
"752","Congressional Committee Prints","CPRT-111SPRT49393","CPRT-111SPRT49393","IRAN: WHERE WE ARE TODAY","https://www.govinfo.gov/app/details/CPRT-111SPRT49393/CPRT-111SPRT49393","https://www.govinfo.gov/content/pkg/CPRT-111SPRT49393/pdf/CPRT-111SPRT49393.pdf","93.0 KB","https://www.govinfo.gov/content/pkg/CPRT-111SPRT49393/html/CPRT-111SPRT49393.htm","41.9 KB","","0 B","","0 B","","0 B"," One Hundred Eleventh Congress First Session May 4, 2009 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] COMMITTEE ON FOREIGN RELATIONS JOHN F. KERRY, Massachusetts, Chairman CHRISTOPHER J. DODD, Connecticut RICHARD G. LUGAR, Indiana RUSSELL D. FEINGOLD, Wisconsin Republican Leader designee BARBARA BOXER, California BOB CORKER, Tennessee ROBERT MENENDEZ...","","2009-05-04"
"753","Congressional Committee Prints","CPRT-111SPRT47260","CPRT-111SPRT47260","CHANGING CUBA POLICY--IN THE UNITED STATES NATIONAL INTEREST","https://www.govinfo.gov/app/details/CPRT-111SPRT47260/CPRT-111SPRT47260","https://www.govinfo.gov/content/pkg/CPRT-111SPRT47260/pdf/CPRT-111SPRT47260.pdf","115.4 KB","https://www.govinfo.gov/content/pkg/CPRT-111SPRT47260/html/CPRT-111SPRT47260.htm","67.0 KB","","0 B","","0 B","","0 B"," ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Eleventh Congress First Session February 23, 2009 [GRAPHIC] [TIFF OMITTED] TONGRESS.#13 Printed for the use of the Committee on Foreign Relations Available via World Wide Web http://www.access.gpo.gov/congress/senate ----- U.S. GOVERNMENT PRINTING OFFICE 47-260 WASHINGTON : 2009 For sale by ...","","2009-02-23"
"754","Congressional Committee Prints","CPRT-110SPRT41773","CPRT-110SPRT41773","MANAGING CHAOS--THE IRAQI REFUGEES OF JORDAN AND SYRIA AND INTERNALLY DISPLACED PERSONS IN IRAQ","https://www.govinfo.gov/app/details/CPRT-110SPRT41773/CPRT-110SPRT41773","https://www.govinfo.gov/content/pkg/CPRT-110SPRT41773/pdf/CPRT-110SPRT41773.pdf","109.7 KB","https://www.govinfo.gov/content/pkg/CPRT-110SPRT41773/html/CPRT-110SPRT41773.htm","66.4 KB","","0 B","","0 B","","0 B"," STAFF TRIP REPORT TO THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Tenth Congress Second Session APRIL 2008 U.S. GOVERNMENT PRINTING OFFICE 41-773 WASHINGTON : 2008 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC area (202) 512-...","","2008-04-01"
"755","Congressional Committee Prints","CPRT-109SPRT31506","CPRT-109SPRT31506","NONGOVERNMENTAL ORGANIZATIONS AND DEMOCRACY PROMOTION ``GIVING VOICE TO THE PEOPLE''","https://www.govinfo.gov/app/details/CPRT-109SPRT31506/CPRT-109SPRT31506","https://www.govinfo.gov/content/pkg/CPRT-109SPRT31506/pdf/CPRT-109SPRT31506.pdf","2.7 MB","https://www.govinfo.gov/content/pkg/CPRT-109SPRT31506/html/CPRT-109SPRT31506.htm","152.1 KB","","0 B","","0 B","","0 B"," to Members OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE Richard G. Lugar, Chairman One Hundred Ninth Congress Second Session December 22, 2006 U.S. GOVERNMENT PRINTING OFFICE 31-506 WASHINGTON : 2006 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-...","","2006-12-22"
"756","Congressional Committee Prints","CPRT-109SPRT31564","CPRT-109SPRT31564","LEBANON: ASSESSING THE CEASE- FIRE AND PROGRESS ON STABILIZATION AND RECONSTRUCTION","https://www.govinfo.gov/app/details/CPRT-109SPRT31564/CPRT-109SPRT31564","https://www.govinfo.gov/content/pkg/CPRT-109SPRT31564/pdf/CPRT-109SPRT31564.pdf","84.5 KB","https://www.govinfo.gov/content/pkg/CPRT-109SPRT31564/html/CPRT-109SPRT31564.htm","25.4 KB","","0 B","","0 B","","0 B"," REPORT TO THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Ninth Congress Second Session December 15, 2006 U.S. GOVERNMENT PRINTING OFFICE 31-564 WASHINGTON : 2006 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (202) 512�091800 Fax: (202...","","2006-12-15"
"757","Congressional Committee Prints","CPRT-109SPRT28001","CPRT-109SPRT28001","ENERGY DIPLOMACY AND SECURITY","https://www.govinfo.gov/app/details/CPRT-109SPRT28001/CPRT-109SPRT28001","https://www.govinfo.gov/content/pkg/CPRT-109SPRT28001/pdf/CPRT-109SPRT28001.pdf","280.6 KB","https://www.govinfo.gov/content/pkg/CPRT-109SPRT28001/html/CPRT-109SPRT28001.htm","272.4 KB","","0 B","","0 B","","0 B","ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Ninth Congress Second Session June 2006 Printed for the use of the Committee on Foreign Relations Available via World Wide Web: http://www.gpoaccess.gov/congress/ index.html _____ U.S. GOVERNMENT PRINTING OFFICE WASHINGTON: 2006 28-001 PDF For Sale by the Superintendent of Documents, U.S. ...","","2006-06-01"
"758","Congressional Committee Prints","CPRT-109SPRT26018","CPRT-109SPRT26018","PALESTINIAN LEGISLATIVE COUNCIL ELECTIONS--CHALLENGES OF HAMAS' VICTORY","https://www.govinfo.gov/app/details/CPRT-109SPRT26018/CPRT-109SPRT26018","https://www.govinfo.gov/content/pkg/CPRT-109SPRT26018/pdf/CPRT-109SPRT26018.pdf","8.2 MB","https://www.govinfo.gov/content/pkg/CPRT-109SPRT26018/html/CPRT-109SPRT26018.htm","67.2 KB","","0 B","","0 B","","0 B"," THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Ninth Congress Second Session January 2006 U.S. GOVERNMENT PRINTING OFFICE 26-018 WASHINGTON : 2006 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (202) 512�091800 Fax: (202) 512�092250 Mail...","","2006-01-01"
"759","Congressional Committee Prints","CPRT-109SPRT24420","CPRT-109SPRT24420","U.S.-INDIAN NUCLEAR ENERGY COOPERATION: SECURITY AND NONPROLIFERATION IMPLICATIONS","https://www.govinfo.gov/app/details/CPRT-109SPRT24420/CPRT-109SPRT24420","https://www.govinfo.gov/content/pkg/CPRT-109SPRT24420/pdf/CPRT-109SPRT24420.pdf","1.0 MB","https://www.govinfo.gov/content/pkg/CPRT-109SPRT24420/html/CPRT-109SPRT24420.htm","241.3 KB","","0 B","","0 B","","0 B"," OF STATEMENTS BY WITNESSES BEFORE THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE Richard G. Lugar, Chairman Printed for the use of the Committee on Foreign Relations _____ U.S. GOVERNMENT PRINTING OFFICE 24-420 WASHINGTON : 2005 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov ...","","2006-01-01"
"760","Congressional Committee Prints","CPRT-109SPRT23820","CPRT-109SPRT23820","ISRAEL'S DISENGAGEMENT FROM GAZA AND SEVERAL WEST BANK SETTLEMENTS","https://www.govinfo.gov/app/details/CPRT-109SPRT23820/CPRT-109SPRT23820","https://www.govinfo.gov/content/pkg/CPRT-109SPRT23820/pdf/CPRT-109SPRT23820.pdf","110.7 KB","https://www.govinfo.gov/content/pkg/CPRT-109SPRT23820/html/CPRT-109SPRT23820.htm","62.5 KB","","0 B","","0 B","","0 B"," COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Nineth Congress First Session October 2005 U.S. GOVERNMENT PRINTING OFFICE 23-820 WASHINGTON : 2005 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (202) 512�091800 Fax: (202) 512�092250 Mail: ...","","2005-10-01"
"761","Congressional Committee Prints","CPRT-115HPRT37582","CPRT-115HPRT37582","Committee on Natural Resources Legislative Calendar (2017-2018)","https://www.govinfo.gov/app/details/CPRT-115HPRT37582/CPRT-115HPRT37582","https://www.govinfo.gov/content/pkg/CPRT-115HPRT37582/pdf/CPRT-115HPRT37582.pdf","6.0 MB","https://www.govinfo.gov/content/pkg/CPRT-115HPRT37582/html/CPRT-115HPRT37582.htm","1.9 KB","","0 B","","0 B","","0 B","/ Rob Bishop, Chairman FIRST SESSION CONVENED: JANUARY 3, 2017 ADJOURNED: JANUARY 3, 2018 SECOND SESSION CONVENED: JANUARY 3, 2018 ADJOURNED: JANUARY 3, 2019 FINAL Copies of bills, resolutions, and reports listed herein may be obtained, so long as they remain available, from the Document Room of the United States House of ...","","2019-01-03"
"762","Congressional Committee Prints","CPRT-108SPRT88594","CPRT-108SPRT88594","IRAQ: MEETING THE CHALLENGE, SHARING THE BURDEN, STAYING THE COURSE","https://www.govinfo.gov/app/details/CPRT-108SPRT88594/CPRT-108SPRT88594","https://www.govinfo.gov/content/pkg/CPRT-108SPRT88594/pdf/CPRT-108SPRT88594.pdf","7.3 MB","https://www.govinfo.gov/content/pkg/CPRT-108SPRT88594/html/CPRT-108SPRT88594.htm","119.2 KB","","0 B","","0 B","","0 B"," of the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE Richard G. Lugar, Chairman Available via the World Wide Web: http://www.access.gpo.gov/congress/ senate Printed for the use of the Committee on Foreign Relations 88-594 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 2003 For Sale by the Superintendent of Documents, U.S. Government Printing ...","","2004-01-01"
"763","Congressional Committee Prints","CPRT-107SPRT69992","CPRT-107SPRT69992","MEMBERSHIP AND JURISDICTION OF SUBCOMMITTEES","https://www.govinfo.gov/app/details/CPRT-107SPRT69992/CPRT-107SPRT69992","https://www.govinfo.gov/content/pkg/CPRT-107SPRT69992/pdf/CPRT-107SPRT69992.pdf","70.9 KB","https://www.govinfo.gov/content/pkg/CPRT-107SPRT69992/html/CPRT-107SPRT69992.htm","12.9 KB","","0 B","","0 B","","0 B"," CHUCK HAGEL, Nebraska GORDON H. SMITH, Oregon CRAIG THOMAS, Wyoming BILL FRIST, Tennessee LINCOLN D. CHAFEE, Rhode Island GEORGE ALLEN, Virginia SAM BROWNBACK, Kansas JOSEPH R. BIDEN, Jr., Delaware PAUL S. SARBANES, Maryland CHRISTOPHER J. DODD, Connecticut JOHN F. KERRY, Massachusetts RUSSELL D. FEINGOLD, Wisconsin PAUL D. WELLSTONE, ...","","2002-01-01"
"764","Congressional Committee Prints","CPRT-113JPRT91536","CPRT-113JPRT91536","DESCRIPTION OF CERTAIN REVENUE PROVISIONS CONTAINED IN THE PRESIDENT'S FISCAL YEAR 2015 BUDGET PROPOSAL","https://www.govinfo.gov/app/details/CPRT-113JPRT91536/CPRT-113JPRT91536","https://www.govinfo.gov/content/pkg/CPRT-113JPRT91536/pdf/CPRT-113JPRT91536.pdf","3.0 MB","https://www.govinfo.gov/content/pkg/CPRT-113JPRT91536/html/CPRT-113JPRT91536.htm","815.0 B","","0 B","","0 B","","0 B","ON TAXATION December 2014 U.S. Government Printing Office Washington: 2014 JCS-2-14 JOINT COMMITTEE ON TAXATION 113TH CONGRESS, 2ND SESSION ________ SENATE HOUSE Ron Wyden, Oregon Chairman Dave Camp,Michigan Vice Chairman John D. Rockefeller IV,West Virginia Sam Johnson, Texas Debbie Stabenow,Michigan Kevin Brady, Texas Orrin G. Hatch, Utah Sander ...","","2014-12-01"
"765","Congressional Committee Prints","CPRT-88SPRT94007","CPRT-88SPRT94007","Commonwealth Parliamentary Association conference : report of the delegation appointed to attend the Commonwealth Parliamentary Association Conference. Lagos, Nigeria, 1962.","https://www.govinfo.gov/app/details/CPRT-88SPRT94007/CPRT-88SPRT94007","https://www.govinfo.gov/content/pkg/CPRT-88SPRT94007/pdf/CPRT-88SPRT94007.pdf","17.6 MB","","0 B","","0 B","","0 B","","0 B","THE DELEGATION APPOINTED TO ATTEND THE COMMONWEALTH PARLIAMENTARY ASSOCIATION CONFERENCE IN 5k?y Printed for the use of the Committee on Foreign Relations U.S. GOVERNMENT PRINTING OFFICE 94007 WASHINGTON : 1963 COMMITTEE ON FOREIGN RELATIONS J. W. FULBRIGHT JOHN SPARKMAN, Alabama HUBERT H. HUMPHREY, Minnesota MIKE MANSFIELD, Montana WAYNE MORSE, ...","","1962-11-09"
"766","Congressional Committee Prints","CPRT-112HPRT67342","CPRT-112HPRT67342","TITLE 10, UNITED STATES CODE ARMED FORCES (As Amended Through January 7, 2011) VOLUME I Subtitle A, General Military Law Parts I and II (101-2000)","https://www.govinfo.gov/app/details/CPRT-112HPRT67342/CPRT-112HPRT67342","https://www.govinfo.gov/content/pkg/CPRT-112HPRT67342/pdf/CPRT-112HPRT67342.pdf","2.3 MB","https://www.govinfo.gov/content/pkg/CPRT-112HPRT67342/html/CPRT-112HPRT67342.htm","1.4 KB","","0 B","","0 B","","0 B"," A, General Military Law Parts I and II (§§ 101– 2000) PREPARED FOR THE USE OF THE COMMITTEE ON ARMED SERVICES OF THE HOUSE OF REPRESENTATIVES JULY 2011 Printed for the use of the Committee on Armed Services of the House of Representatives TITLE 10, U N ITED STA TES C O D E — A R M ED FO R C ES (A s A m ended Through January 7, 2011) V ol. I— ...","","2011-01-07"
"767","Congressional Committee Prints","CPRT-112HPRT72170","CPRT-112HPRT72170","A HISTORY of the COMMITTEE on HOUSE ADMINISTRATION","https://www.govinfo.gov/app/details/CPRT-112HPRT72170/CPRT-112HPRT72170","https://www.govinfo.gov/content/pkg/CPRT-112HPRT72170/pdf/CPRT-112HPRT72170.pdf","5.4 MB","https://www.govinfo.gov/content/pkg/CPRT-112HPRT72170/html/CPRT-112HPRT72170.htm","344.0 B","","0 B","","0 B","","0 B","IT T E E ON HOUSE A DMI N IST R AT ION 1947–2012 HistoryofHouseAdministrationBook.indb i 5/2/13 11:07 AM HistoryofHouseAdministrationBook.indb ii 5/2/13 11:07 AM INTRODUC TION I I I INTRODUCTORY LETTER FROM CHAIRMAN LUNGREN . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . VII CHAIRMEN OF THE COMMITTEE ON HOUSE ...","","2012-09-17"
"768","Congressional Committee Prints","CPRT-89SPRT39737vII","CPRT-89SPRT39737vII","Air laws and treaties of the world. Volume 2: prepared at the request of Senator Warren G. Magnuson, chairman of the Committee on Commerce, United States Senate.","https://www.govinfo.gov/app/details/CPRT-89SPRT39737vII/CPRT-89SPRT39737vII","https://www.govinfo.gov/content/pkg/CPRT-89SPRT39737vII/pdf/CPRT-89SPRT39737vII.pdf","848.6 MB","","0 B","","0 B","","0 B","","0 B"," AT THE REQUEST OF Senator Warren G. Magnuson, Chairman OF THE COMMITTEE ON COMMERCE UNITED STATES SENATE Volume II JULY 1, 1965 Printed for use of the Committee on Commerce U.S. GOVERNMENT PRINTING OFFICE 39-737 WASHINGTON : 1965 For sale by the Superintendent of Documents, U.S. Government Printing Office Washington D.C., 20402 - Price $4.50 ...","","1965-07-01"
"769","Congressional Committee Prints","CPRT-112JPRT68442","CPRT-112JPRT68442","CONGRESSIONAL-EXECUTIVE COMMISSION ON CHINA ANNUAL REPORT 2011","https://www.govinfo.gov/app/details/CPRT-112JPRT68442/CPRT-112JPRT68442","https://www.govinfo.gov/content/pkg/CPRT-112JPRT68442/pdf/CPRT-112JPRT68442.pdf","1.1 MB","https://www.govinfo.gov/content/pkg/CPRT-112JPRT68442/html/CPRT-112JPRT68442.htm","1.4 MB","","0 B","","0 B","","0 B"," Congressional-Executive Commission on China Available via the World Wide Web: http://www.cecc.gov 2011 ANNUAL REPORT U.S. GOVERNMENT PRINTING OFFICE 68-442 WASHINGTON : 2011 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC area (202) 512-1800 Fax: (202) 512...","","2011-10-10"
"770","Congressional Committee Prints","CPRT-94HPRT79028","CPRT-94HPRT79028","Business meeting on U.S. grain standards act of 1976: H.R. 12572 ... Public Law 94-582. Committee on Agriculture, U.S. House of Representatives, Ninety-fourth Congress, second session.","https://www.govinfo.gov/app/details/CPRT-94HPRT79028/CPRT-94HPRT79028","https://www.govinfo.gov/content/pkg/CPRT-94HPRT79028/pdf/CPRT-94HPRT79028.pdf","242.6 MB","","0 B","","0 B","","0 B","","0 B","U.S. GRAIN STANDARDS ACT OF 1976 H.R. 12572 October 30 and 31, November 4,7,10,11,13,17, and 18, December 2, 9, and 10, 1975, February 19 (GAO Briefing), 24, 25, and 26, March 2, 3, 4, 9, 10, and 17, 1976 Public Law 94-582 COMMITTEE ON AGRICULTURE U.S. HOUSE OF REPRESENTATIVES Printed for the use of the Committee on Agriculture 4 94th Congress 1 2d...","","1976-12-01"
"771","Congressional Committee Prints","CPRT-96SPRT62345O","CPRT-96SPRT62345O","International information exchange: relevant activities of the White House Conference on Library and Information Services.","https://www.govinfo.gov/app/details/CPRT-96SPRT62345O/CPRT-96SPRT62345O","https://www.govinfo.gov/content/pkg/CPRT-96SPRT62345O/pdf/CPRT-96SPRT62345O.pdf","67.8 MB","","0 B","","0 B","","0 B","","0 B"," OF THE WHITE HOUSE CONFERENCE ON LIBRARY AND INFORMATION SERVICES PREPARED FOR THE COMMITTEE ON EDUCATION, ARTS AND HUMANITIES OF THE COMMITTEE ON LABOR AND HUMAN RESOURCES UNITED STATES SENATE JUNE 22, 1980 Printed for the use of the Committee on Labor and Human Resources 82-345 O U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1980 ...","","1980-06-22"
"772","Congressional Committee Prints","CPRT-113JPRT85285","CPRT-113JPRT85285","COUNTRY REPORTS ON HUMAN RIGHTS PRACTICES FOR 2011 VOLUME I--AFRICA, EAST ASIA AND THE PACIFIC","https://www.govinfo.gov/app/details/CPRT-113JPRT85285/CPRT-113JPRT85285","https://www.govinfo.gov/content/pkg/CPRT-113JPRT85285/pdf/CPRT-113JPRT85285.pdf","3.3 MB","https://www.govinfo.gov/content/pkg/CPRT-113JPRT85285/html/CPRT-113JPRT85285.htm","5.5 MB","","0 B","","0 B","","0 B"," AND THE PACIFIC R E P O R T SUBMITTED TO THE COMMITTEE ON FOREIGN RELATIONS U.S. SENATE AND THE COMMITTEE ON FOREIGN AFFAIRS U.S. HOUSE OF REPRESENTATIVES BY THE DEPARTMENT OF STATE IN ACCORDANCE WITH SECTIONS 116(d) AND 502B(b) OF THE FOREIGN ASSISTANCE ACT OF 1961, AS AMENDED [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] 113th Congress } { S. Prt. ...","","2014-01-01"
